train_loss,epoch,step,val_loss
-0.18717475704953657,0,49,
-0.3792138926468116,0,99,
-0.2864287001699304,0,149,
-0.4219029227624209,0,199,
-0.24355705417937612,0,249,
,0,249,7.316489594888906
-0.34252660571980087,1,299,
-0.5626481448198377,1,349,
-0.26327036591832664,1,399,
-0.6857792779762844,1,449,
-0.3848039279387465,1,499,
,1,499,-0.10524587461828393
-0.5831777755574294,2,549,
-0.7818982298986397,2,599,
-0.5829330015190748,2,649,
-0.9633147728654341,2,699,
-0.5157359405630921,2,749,
,2,749,2.4369541384129123
-0.8984950703244372,3,799,
-1.03704339739618,3,849,
-0.910831549644552,3,899,
-1.2260806955724626,3,949,
-0.823354314816779,3,999,
,3,999,18.52757084878697
-1.1727344011332004,4,1049,
-1.303404213620421,4,1099,
-1.1299783403123587,4,1149,
-1.519820589318038,4,1199,
-1.044326449235191,4,1249,
,4,1249,6.977042318263724
-1.2230616331396114,5,1299,
-1.2783015435497223,5,1349,
-1.2473861840737897,5,1399,
-1.5464086877743148,5,1449,
-1.122605533051638,5,1499,
,5,1499,9.452079801669102
-1.3854219161061012,6,1549,
-1.5485875310947907,6,1599,
-1.3588839880095567,6,1649,
-1.6290196204155667,6,1699,
-1.040896354566546,6,1749,
,6,1749,-0.25732239846325233
-1.5126709559670024,7,1799,
-1.563262097410032,7,1849,
-1.416781285156158,7,1899,
-1.6014388328037248,7,1949,
-1.252389911670151,7,1999,
,7,1999,12.880995528265963
-1.4883181149887001,8,2049,
-1.5128438815985512,8,2099,
-1.416454308569726,8,2149,
-1.7062344774923097,8,2199,
-1.2720792907696263,8,2249,
,8,2249,9.655605078333096
-1.5611237622168321,9,2299,
-1.6252406276545863,9,2349,
-1.431516870026012,9,2399,
-1.6921862592138706,9,2449,
-1.3832217771825106,9,2499,
,9,2499,4.7568392458944215
-1.5997491234151358,10,2549,
-1.6092070511955754,10,2599,
-1.4400531151226574,10,2649,
-1.7412060138344498,10,2699,
-1.429095405727292,10,2749,
,10,2749,9.011757077191742
-1.6301103740948675,11,2799,
-1.5421571862550205,11,2849,
-1.5177100972357243,11,2899,
-1.7709116889796495,11,2949,
-1.4908093956471702,11,2999,
,11,2999,-0.20710340078133932
