train_loss,epoch,step,val_loss
-0.20377271846450773,0,49,
-0.4017549575965531,0,99,
-0.5324053194283955,0,149,
-0.5091806324439712,0,199,
-0.5373432698617746,0,249,
,0,249,5.668783948991522
-0.30931233656365675,1,299,
-0.5338963751554098,1,349,
-0.5958102030989738,1,399,
-0.50988151432492,1,449,
-0.57004383259769,1,499,
,1,499,6.906155315887357
-0.3403169427693413,2,549,
-0.6156910735116177,2,599,
-0.5722890208233471,2,649,
-0.5122145546519419,2,699,
-0.6397473121841633,2,749,
,2,749,49.81920829409888
-0.39866775692742484,3,799,
-0.602902989814587,3,849,
-0.616047382079723,3,899,
-0.5860927562508649,3,949,
-0.634388015016778,3,999,
,3,999,31.2783802714746
-0.42908827990797027,4,1049,
-0.6725642832850647,4,1099,
-0.6245962040199564,4,1149,
-0.5613290776465898,4,1199,
-0.6745568293372322,4,1249,
,4,1249,6.786793075341437
-0.4723675514050316,5,1299,
-0.6061441429402037,5,1349,
-0.6240622964759619,5,1399,
-0.5865115650635087,5,1449,
-0.5863534687103371,5,1499,
,5,1499,0.3869420215210916
-0.4676738423055622,6,1549,
-0.7279975758270809,6,1599,
-0.5462954237730915,6,1649,
-0.587895740533873,6,1699,
-0.5985612638011499,6,1749,
,6,1749,44.840060457498986
-0.4853719297755492,7,1799,
-0.6681785073906372,7,1849,
-0.7298150509101813,7,1899,
-0.6603879290098233,7,1949,
-0.7085542812757608,7,1999,
,7,1999,7.4065941345431066
-0.606066285479304,8,2049,
-0.7688269097504308,8,2099,
-0.7807853870813668,8,2149,
-0.6332631127239083,8,2199,
-0.8533238814444717,8,2249,
,8,2249,-0.35638491882509277
-0.7054492222506723,9,2299,
-0.8006867459686133,9,2349,
-0.9470878929118114,9,2399,
-0.832747381585246,9,2449,
-0.8873828629357792,9,2499,
,9,2499,16.921951084640412
-0.8209604999130087,10,2549,
-1.048155223393116,10,2599,
-0.97422103148293,10,2649,
-0.9694397362692264,10,2699,
-1.075307029096109,10,2749,
,10,2749,19.879454361029467
-0.8627841751212477,11,2799,
-1.1174824850428537,11,2849,
-1.039082600690339,11,2899,
-0.9235678344736793,11,2949,
-1.125216628312075,11,2999,
,11,2999,20.51589723349837
-0.8646843790027237,12,3049,
-1.2547322421380644,12,3099,
-1.0349274099690544,12,3149,
-1.1274705948536128,12,3199,
-1.1551830966632883,12,3249,
,12,3249,30.28301232871118
-0.9602313387150714,13,3299,
-1.2026991514406877,13,3349,
-1.2514793055529545,13,3399,
-1.3259441245153525,13,3449,
-1.1193885149291756,13,3499,
,13,3499,23.892050333650385
