train_loss,epoch,step,val_loss
-0.8807352055044255,20,5249,
,20,5249,-1.04140403720755
-1.1982219284741342,21,5299,
-0.7562379657545515,21,5349,
-1.2381664233322196,21,5399,
-1.3147133771808912,21,5449,
-0.9813662403222052,21,5499,
,21,5499,-1.043986034933762
-1.1492809055671431,22,5549,
-0.6845761912371522,22,5599,
-1.2970209977789153,22,5649,
-1.316726575982682,22,5699,
-0.8708836103609947,22,5749,
,22,5749,-1.0257650819107724
-1.1719155898268658,23,5799,
-0.6175289582712908,23,5849,
-1.2256299275056417,23,5899,
-1.3727576192518613,23,5949,
-0.9507909149367766,23,5999,
,23,5999,-1.04097229187066
-1.1924545257073476,24,6049,
-0.64103006298014,24,6099,
-1.2690912940653272,24,6149,
-1.3301574464438337,24,6199,
-0.9488889242638576,24,6249,
,24,6249,-1.0606461303385177
-1.1619643284781116,25,6299,
-0.6186336617926393,25,6349,
-1.3379298205898378,25,6399,
-1.3776631073581163,25,6449,
-0.9516278144417081,25,6499,
,25,6499,-1.0363577243158575
-1.1039040241376252,26,6549,
-0.7095208204412167,26,6599,
-1.2797829204992661,26,6649,
-1.3018617649706128,26,6699,
-0.938706812457947,26,6749,
,26,6749,-1.0437709731041467
-1.1319654241772419,27,6799,
-0.7252336756942199,27,6849,
-1.3716684161338426,27,6899,
-1.3346074094484077,27,6949,
-0.9480403806975639,27,6999,
,27,6999,-1.0349713201012738
-1.2430824611515385,28,7049,
-0.7410486796075473,28,7099,
-1.269758277129677,28,7149,
-1.2521337125969172,28,7199,
-0.985294840863749,28,7249,
,28,7249,-1.0385520333479101
-1.3431827656291775,29,7299,
-0.49224579705597993,29,7349,
-1.3022725586836925,29,7399,
-1.3192575688894133,29,7449,
-0.9739441244460858,29,7499,
,29,7499,-1.0342678051147014
