train_loss,epoch,step,val_loss
-0.1394639124602599,0,49,
-0.2837697374778303,0,99,
-0.3595882490937936,0,149,
-0.5664434312774502,0,199,
-0.4546130174561416,0,249,
,0,249,19.924612697133433
-0.3200865810155431,1,299,
-0.48670878725015765,1,349,
-0.5813732139660641,1,399,
-0.7750135624191925,1,449,
-0.6655753741746833,1,499,
,1,499,31.47727238896353
-0.7559826597940722,2,549,
-0.8157455149154234,2,599,
-0.633425930258082,2,649,
-1.1080396598885953,2,699,
-0.9001236401611887,2,749,
,2,749,104.44494259285217
-1.0399702145463234,3,799,
-1.2514019623508497,3,849,
-1.044733481036092,3,899,
-1.424653046557243,3,949,
-1.0754516406934176,3,999,
,3,999,21.86161807620536
-1.1889387793868793,4,1049,
-1.378997504573152,4,1099,
-1.1388626796576036,4,1149,
-1.4058661298408406,4,1199,
-1.268614264520015,4,1249,
,4,1249,40.23115300822981
-1.4002906028048527,5,1299,
-1.4927931246596757,5,1349,
-1.2993466128674755,5,1399,
-1.4250307978957435,5,1449,
-1.3211617165145566,5,1499,
,5,1499,17.001275231634953
-1.5054777694882784,6,1549,
-1.5377972224162857,6,1599,
-1.3330158843617115,6,1649,
-1.4415552166395007,6,1699,
-1.3337844545638575,6,1749,
,6,1749,22.164559701298653
-1.4371025142783376,7,1799,
-1.467520376535669,7,1849,
-1.3928386868249638,7,1899,
-1.6256774372071507,7,1949,
-1.4077584941761896,7,1999,
,7,1999,26.867659964318033
-1.477952784511773,8,2049,
-1.4621185297262356,8,2099,
-1.4848667852073536,8,2149,
-1.5697470095736525,8,2199,
-1.625564217285632,8,2249,
,8,2249,27.872581788482186
-1.5691703785260556,9,2299,
-1.4686098515934733,9,2349,
-1.4287776975433821,9,2399,
-1.6064747500522212,9,2449,
-1.6779611872649842,9,2499,
,9,2499,24.822744326978498
-1.6727944900424792,10,2549,
-1.4983452782793116,10,2599,
-1.5563517240909142,10,2649,
-1.5934389718002646,10,2699,
-1.6712869557563432,10,2749,
,10,2749,14.00657364321776
-1.5999761421443228,11,2799,
-1.517325598225287,11,2849,
-1.4652688326621024,11,2899,
-1.6572250290548187,11,2949,
-1.6247583124969298,11,2999,
,11,2999,34.59298519657922
-1.6969102388166073,12,3049,
-1.6335308379949323,12,3099,
-1.4847217816877085,12,3149,
-1.6371893342327506,12,3199,
-1.6380975128141109,12,3249,
,12,3249,44.837464684010094
-1.6932506510149037,13,3299,
-1.488882938441498,13,3349,
-1.5629264611971836,13,3399,
-1.589307567310468,13,3449,
-1.7212330001470415,13,3499,
,13,3499,2.8197482662308957
-1.7272584862818547,14,3549,
-1.6246408944501134,14,3599,
-1.5975617947298524,14,3649,
-1.7060163167346976,14,3699,
-1.5931628637248578,14,3749,
,14,3749,10.407453473283898
-1.550241338514341,15,3799,
-1.5475468653763915,15,3849,
-1.6226434540167327,15,3899,
-1.7182972075586822,15,3949,
-1.457973645215379,15,3999,
,15,3999,12.721527639350832
-1.6617736871716597,16,4049,
-1.598203927384548,16,4099,
-1.6510707492309535,16,4149,
-1.7050996619440604,16,4199,
-1.5276586505632148,16,4249,
,16,4249,8.113315313665565
-1.6698057430176076,17,4299,
-1.6249253794857232,17,4349,
-1.6162640912463262,17,4399,
-1.694137473740792,17,4449,
-1.6392655802012164,17,4499,
,17,4499,1.9711944276739386
-1.5897072631189453,18,4549,
-1.6608929806064034,18,4599,
-1.6984831723534484,18,4649,
-1.6772198285530135,18,4699,
-1.6652346261862814,18,4749,
,18,4749,2.7797183300897848
-1.5922651241054635,19,4799,
-1.694642145749161,19,4849,
-1.6555493774004608,19,4899,
-1.6077522952952623,19,4949,
-1.621321443158274,19,4999,
,19,4999,7.716755747968999
-1.7247106238625283,20,5049,
-1.7755348077229924,20,5099,
-1.5975234806782856,20,5149,
-1.667383143420531,20,5199,
-1.5560905044926643,20,5249,
,20,5249,-0.5202361048317564
-1.7238047777641612,21,5299,
-1.7031550998489589,21,5349,
-1.6564306145879533,21,5399,
-1.7192761905670277,21,5449,
-1.6783694129656728,21,5499,
,21,5499,6.685759285445805
-1.7239580977531737,22,5549,
-1.772727606179235,22,5599,
-1.647364629780378,22,5649,
-1.7156190911374738,22,5699,
-1.7945037394081507,22,5749,
,22,5749,21.48119087985539
-1.7889073598017284,23,5799,
-1.8212577999780486,23,5849,
-1.6757344796763123,23,5899,
-1.8389765796927615,23,5949,
-1.8307549610711533,23,5999,
,23,5999,9.708082543289034
-1.6893967545761224,24,6049,
-1.8025697899247497,24,6099,
-1.6552742822116884,24,6149,
-1.7366150258537212,24,6199,
-1.8230738688296242,24,6249,
,24,6249,0.4327303767473411
-1.7390039797471841,25,6299,
-1.773996186918791,25,6349,
-1.6662044337200816,25,6399,
-1.7514654291266432,25,6449,
-1.721888351568335,25,6499,
,25,6499,24.345080838037656
